wiki_32_a	San Luis Acatlán estas unu el la 81 komunumoj de la meksika subŝtato Guerrero, kiu situas en la centra suda parto de Meksiko, ĉirkaŭ 400 km sudokcidente de la ĉefurbo Meksikurbo.
ai_33_a	Santa María del Río estas unu el la (manka nombro) komunumoj de la meksika subŝtato (manka vorto), kiu situas en norda Meksiko kun limo al Usono.
ai_34_a	Georgenthal estas komunumo en Germanio.
ai_35_a	Frontera estas unu el la (manka nombro) komunumoj de la meksika subŝtato Chihuahua, kiu situas en norda Meksiko kun limo al Usono.
wiki_36_a	Ĉi tiu artikolo estas pri domajno de la alta nivelo.
ai_37_a	Zederik estas komunumo en la nederlanda provinco Zuid-Holland.
wiki_38_a	Regiono Mopti situas en centro de Malio, havas areon de 79.
ai_39_a	Dannenberg estas komunumo en Germanio.
ai_40_a	Nova Pádua estas municipo en la brazila subŝtato Suda Rio-Grando, kiu havis (manka nombro) loĝantojn en (jaro).
ai_41_a	Kappel estas komunumo en Germanio.
wiki_42_a	(5452) 1937 NN estas malbone konata asteroido de la asteroida zono, malkovrita la 5-an de julio 1937 de la sud-afrika astronomo Cyril V.
ai_43_a	Rábaszentmihály ((manka vorto)) estas malgranda vilaĝo en Hungario en regiono okcidenta Transdanubio, en departemento Győr-Moson-Sopron, en subregiono de Csorna.
wiki_44_a	La franca Ordeno de agrikultura Merito estas honorordeno fondita en Francio la 7-an de julio 1883 de la ministro pri agrikulturo Jules Méline por rekompenci servojn al agrikulturo.
news_45_a	Tra la historio de petrolo aperas la bataloj kondukataj por la regado de tiu strategia riĉofonto kaj la maniero laŭ kiu la okcidentaj kompanioj konstruis al si posedaĵojn en Libio.
ai_46_a	Sulzbach-Rosenberg estas komunumo en Germanio.
ai_47_a	Kreien estas komunumo en Germanio.
ai_48_a	Kalitrikaloj estas ordo de birdoj de la familio de Asteridae.
ai_49_a	Bodenrode-Westhausen estas komunumo en Germanio.
ai_50_a	Hoym estas komunumo en Germanio.
news_51_a	KUN LA LIBRO The International Jew, de Henry Ford [1], ni jam tute ne estas en la tradicia antijudismo de religia inspiro, sed en io radikale malsama.
ai_52_a	Viesca estas unu el la (manka nombro) komunumoj de la meksika subŝtato (manka vorto), kiu situas en norda Meksiko (sed sen limo al Usono).
wiki_53_a	Oroonoko [orunoko] estas mallonga romano verkita de la angla verkistino Aphra Behn kaj eldonita en 1688.
news_54_a	Por nomi la decidan minuton, la momenton kiam konverĝas ĉiuj kontraŭdiroj kaj malfermiĝas la ebleco de la « postmomento », la antikvaj grekoj havis la vorton : kairos.
news_55_a	La forigo de dungoj multiĝas kaj la akciuloj de la kvardek plej grandaj francaj entreprenoj notataj en la borso (CAC 40) ricevis 54,2 miliardojn da eŭroj da dividendoj en 2008.
news_56_a	Ĉiutage la israela armeo bombas la Gaza-teritorion, el kiu ĝi foriris pasintsomere.
wiki_1_q	Gwangjong de Goryeo (고려광종 高麗光宗, 925 - 23-a de majo 975) ankaŭ konata kiel imperiestro Gwangjong estis la 4-a reganto (947-975) de la korea dinastio Goryeo.
wiki_2_q	203 Pompejo estas granda malhela asteroido de la asteroida zono.
ai_3_q	Sassello estas komunumo de Italio.
wiki_4_q	Johann Christoph Bach (* 8-a de decembro 1642 en Arnstadt; † 31-a de marto 1703 en Eisenach), la filo de Heinrich Bach, estis Germana orgenisto kaj komponisto.
ai_5_q	Sáta [(manka vorto)] estas malgranda vilaĝo en Hungario, en regiono Norda Hungario, en departemento Borsod-Abaúj-Zemplén, en subregiono de Borsod-Abaúj-Zemplén.
ai_6_q	Kantono Dallas (Iovao) estas unu el la (manka nombro) kantonoj de la usona subŝtato Iovao (Iowa).
wiki_7_q	Anarkiismo kaj bestaj rajtoj ofte estas ligitaj; la anarĥiisma filozofia kaj politika movado kelkmaniere konektiĝas al elementoj de la movado por besta liberiĝo.
ai_8_q	Schinnen [(manka vorto)] estas komunumo en la nederlanda provinco Suda Holando.
ai_9_q	Dammartin-en-Goële [(manka vorto)] estas franca komunumo en la departemento Seine-et-Marne, en la regiono Francilio.
news_10_q	Paradokso en la erao de privatigoj : la investfondusoj de la ŝtatoj kaj la centraj bankoj - bele nomataj „suverenaj fondusoj” - amase eniris en la kapitalon de la multnaciaj konzernoj, ĉefe financaj.
ai_11_q	La regiono Mara estas unu el la (manka nombro) kantonoj de la ŝtato.
news_12_q	Fariĝis kutime en Francio - preskaŭ nepre - debati pri ĉio kaj nenio kun iu ajn.
ai_13_q	La Provinco Adrar estas unu el (manka nombro) administraj unuoj, kiuj konsistigas la (manka vorto) Provinco Adrar.
ai_14_q	Kantono Laurens (angle (manka vorto) County) estas kantono de la usona ŝtato Georgio.
ai_15_q	Drobin estas urbo en Grandpollando en Pollando.
ai_16_q	Wolfgang TIEFENSEE (naskiĝinta la (manka nombro) - an de januaro (jaro) en Gera) estas germana politikisto.
wiki_17_q	Cape Canaveral estas la nomo de geografia regiono en la orienta marbordo de Florido, Usono, kie troviĝas: samnoma usona urbo Cape Canaveral, raketlanĉejo de U.
ai_18_q	Hirokeno estas neregula satelito de Saturno, ano de la norda grupo.
wiki_19_q	Großkorbetha estas eksa komunumo kaj nuna parto de la urbo Weißenfels en Germanio.
news_20_q	Usona aŭtomobilindustrio kiu restariĝas ; germana industrio kiu eksportiĝas ; la relokado de produktadaj unuoj kiu celas .
ai_21_q	Ibiúna estas municipo de la brazila subŝtato San-Paŭlio, kiu taksis (manka nombro) enloĝantojn en (jaro).
ai_22_q	La Ordinara tadorno (Tadorno (manka vorto)) estas specio de birdo de la familio de Ikteredoj kaj de ties tipa genro nome Tadorno kiu enhavas speciojn kiuj montras flavajn kaj nigrajn kolorojn.
news_23_q	POR LA AMASO da vizitantoj kaj eksterlandaj ĵurnalistoj kiuj interpuŝiĝis en Berlino por la dudeka datreveno de la falo de la Muro, la miraklo pasis nerimarkite : la S-Bahn, la rapid-metroo, germana ekvivalento de la pariza Regiona Rapidreto (RER), ne paneis.
ai_24_q	Romenay estas franca komunumo lokita en la departemento Haute-Vienne kaj en la regiono Burgonjo.
news_25_q	Unu el la plej potencaj homoj de la mondo (ĉefo de la plej granda financinstitucio sur la planedo) sekse atakas unu el la plej vundeblaj personoj de la mondo (modesta afrika enmigrintino).
wiki_26_q	Ettenhausen an der Suhl estas komunumo en Germanio.
wiki_27_q	Tiu ĉi artikolo temas pri nuntempa departemento en Hungario.
wiki_28_q	Gvenoleo aŭ sankta Gvenoleo estas fama sanktulo de Bretonujo kaj fondinto de la abatejo Sankta-Gvenoleo de Landévennec.
ai_29_q	Cecilia estas argentina filmo aperinta en (jaro).
ai_30_q	Desloch estas komunumo en Germanio.
news_31_q	Nek malegoismo nek filantropio klarigas la zorgemon de la grandaj landoj por la monda sano.
wiki_32_q	San Luis Acatlán estas unu el la 81 komunumoj de la meksika subŝtato Guerrero, kiu situas en la centra suda parto de Meksiko, ĉirkaŭ 400 km sudokcidente de la ĉefurbo Meksikurbo.
ai_33_q	Santa María del Río estas unu el la (manka nombro) komunumoj de la meksika subŝtato (manka vorto), kiu situas en norda Meksiko kun limo al Usono.
ai_34_q	Georgenthal estas komunumo en Germanio.
ai_35_q	Frontera estas unu el la (manka nombro) komunumoj de la meksika subŝtato Chihuahua, kiu situas en norda Meksiko kun limo al Usono.
wiki_36_q	Ĉi tiu artikolo estas pri domajno de la alta nivelo.
ai_37_q	Zederik estas komunumo en la nederlanda provinco Zuid-Holland.
wiki_38_q	Regiono Mopti situas en centro de Malio, havas areon de 79.
ai_39_q	Dannenberg estas komunumo en Germanio.
ai_40_q	Nova Pádua estas municipo en la brazila subŝtato Suda Rio-Grando, kiu havis (manka nombro) loĝantojn en (jaro).
ai_41_q	Kappel estas komunumo en Germanio.
wiki_42_q	(5452) 1937 NN estas malbone konata asteroido de la asteroida zono, malkovrita la 5-an de julio 1937 de la sud-afrika astronomo Cyril V.
ai_43_q	Rábaszentmihály ((manka vorto)) estas malgranda vilaĝo en Hungario en regiono okcidenta Transdanubio, en departemento Győr-Moson-Sopron, en subregiono de Csorna.
wiki_44_q	La franca Ordeno de agrikultura Merito estas honorordeno fondita en Francio la 7-an de julio 1883 de la ministro pri agrikulturo Jules Méline por rekompenci servojn al agrikulturo.
news_45_q	Tra la historio de petrolo aperas la bataloj kondukataj por la regado de tiu strategia riĉofonto kaj la maniero laŭ kiu la okcidentaj kompanioj konstruis al si posedaĵojn en Libio.
ai_46_q	Sulzbach-Rosenberg estas komunumo en Germanio.
ai_47_q	Kreien estas komunumo en Germanio.
ai_48_q	Kalitrikaloj estas ordo de birdoj de la familio de Asteridae.
ai_49_q	Bodenrode-Westhausen estas komunumo en Germanio.
ai_50_q	Hoym estas komunumo en Germanio.
news_51_q	KUN LA LIBRO The International Jew, de Henry Ford [1], ni jam tute ne estas en la tradicia antijudismo de religia inspiro, sed en io radikale malsama.
ai_52_q	Viesca estas unu el la (manka nombro) komunumoj de la meksika subŝtato (manka vorto), kiu situas en norda Meksiko (sed sen limo al Usono).
wiki_53_q	Oroonoko [orunoko] estas mallonga romano verkita de la angla verkistino Aphra Behn kaj eldonita en 1688.
news_54_q	Por nomi la decidan minuton, la momenton kiam konverĝas ĉiuj kontraŭdiroj kaj malfermiĝas la ebleco de la « postmomento », la antikvaj grekoj havis la vorton : kairos.
news_55_q	La forigo de dungoj multiĝas kaj la akciuloj de la kvardek plej grandaj francaj entreprenoj notataj en la borso (CAC 40) ricevis 54,2 miliardojn da eŭroj da dividendoj en 2008.
news_56_q	Ĉiutage la israela armeo bombas la Gaza-teritorion, el kiu ĝi foriris pasintsomere.
